439,86
440,87
441,91
442,95
443,
444,81
445,45
446,98
447,100
448,25
449,39
450,14
451,75
452,60
453,17
454,12
455,
456,41
457,66
458,66
459,88
460,80
461,48
462,12
463,70
464,27
465,64
466,45
467,90
468,46
469,45
470,49
471,97
472,9
473,90
474,24
475,90
476,24
477,33
478,
479,15
480,20
481,71
482,71
483,30
484,91
485,43
486,53
487,81
488,
489,48
490,75
491,77
492,76
493,76
494,62
495,77
496,48
497,82
498,70
499,
500,18
501,42
502,42
503,86
504,91
505,89
506,48
507,95
508,
509,42
510,95
511,36
512,23
513,29
514,94
515,21
516,55
517,86
518,20
519,71
520,79
521,72
522,9
523,89
524,83
525,43
526,56
527,19
528,39
529,28
530,80
531,39
532,14
533,70
534,89
535,76
536,6
537,16
538,43
539,24
540,63
541,42
542,47
543,27
544,61
545,
546,
547,100
548,12
549,76
550,29
551,82
552,26
553,80
554,14
555,82
556,
557,99
558,44
559,36
560,66
561,50
562,62
563,13
564,95
565,88
566,46
567,29
568,95
569,58
570,30
571,47
572,40
573,60
574,32
575,6
576,5
577,85
578,
579,53
580,57
581,95
582,97
583,62
584,22
585,65
586,90
587,26
588,25
589,23
590,74
591,16
592,40
593,100
594,39
595,47
596,27
597,78
598,60
599,9
600,37
601,27
602,46
603,35
604,100
605,68
606,63
607,26
608,73
609,60
610,5
611,
612,
613,52
614,6
615,87
616,10
617,6
618,72
619,5
620,50
621,69
622,
623,99
624,11
625,
626,42
627,73
628,
629,19
630,56
631,58
632,71
633,34
634,82
635,48
636,61
637,27
638,80
639,30
640,41
641,56
642,47
643,69
644,35
645,57
646,21
647,63
648,67
649,54
650,99
651,46
652,99
653,
654,62
655,82
656,47
657,46
658,76
659,
660,51
661,77
662,83
663,38
664,59
665,80
666,24
667,12
668,88
669,30
670,84
671,71
672,53
673,32
674,86
675,31
676,28
677,72
678,11
679,33
680,5
681,45
682,68
683,93
684,65
685,13
686,100
687,89
688,41
689,61
690,20
691,32
692,39
693,29
694,100
695,54
696,82
697,48
698,57
699,50
700,81
701,47
702,36
703,5
704,77
705,26
706,80
707,
708,
709,50
710,38
711,18
712,39
713,
714,47
715,18
716,41
717,6
718,35
719,
720,55
721,41
722,49
723,30
724,83
725,17
726,55
727,91
728,31
729,70
730,73
731,37
732,66
733,42
734,50
735,89
736,23
737,88
738,12
739,45
740,23
741,17
742,96
743,99
744,19
745,56
746,43
747,26
748,59
749,97
750,72
751,47
752,
753,20
754,11
755,39
756,49
757,10
758,81
759,38
760,
761,23
762,92
763,98
764,55
765,20
766,15
767,68
768,97
769,82
770,47
771,93
772,80
773,30
774,
775,89
776,46
777,45
778,58
779,
780,
781,77
782,26
783,78
784,46
785,32
786,21
787,100
788,97
789,14
790,20
791,18
792,43
793,46
794,66
795,8
796,97
797,56
798,67
799,80
800,8
801,50
802,75
803,34
804,8
805,36
806,88
807,61
808,68
809,75
810,24
811,9
812,37
813,84
814,8
815,29
816,59
817,34
818,43
819,19
820,88
821,59
822,47
823,5
824,
825,32
826,15
827,15
828,48
829,89
830,96
831,77
832,48
833,92
834,58
835,55
836,63
837,50
838,27
839,52
840,24
841,81
842,24
843,22
844,52
845,62
846,92
847,93
848,51
849,13
850,93
851,43
852,56
853,100
854,92
855,93
856,12
857,55
858,80
859,19
860,55
861,7
862,48
863,
864,10
865,
866,
867,72
868,34
869,55
870,92
871,39
872,69
873,49
874,79
875,22
876,9
877,82
878,31
879,50
880,55
881,15
882,90
883,34
884,
885,24
886,7
887,40
888,14
889,79
890,90
891,59
892,60
893,30
894,39
895,36
896,23
897,
898,34
899,97
900,67
901,64
902,31
903,12
904,33
905,76
906,35
907,
908,91
909,38
910,60
911,74
912,97
913,72
914,82
915,71
916,70
917,88
918,41
919,28
920,90
921,81
922,94
923,57
924,60
925,
926,93
927,8
928,75
929,24
930,32
931,55
932,75
933,20
934,70
935,44
936,62
937,56
938,72
939,61
940,82
941,91
942,5
943,28
944,76
945,30
946,99
947,68
948,16
949,94
950,74
