id,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords,poster_path,backdrop_path,recommendations
269149,Zootopia,Animation-Adventure-Family-Comedy,en,Determined to prove herself Officer Judy Hopps the first bunny on Zootopia's police force jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.,111.664,Walt Disney Pictures-Walt Disney Animation Studios,2/11/16,150000000,1023784195,109,Released,Welcome to the urban jungle.,7.746,14669,Jason Bateman-Ginnifer Goodwin-Idris Elba-Jenny Slate-Nate Torrence-Bonnie Hunt-Don Lake-Tommy Chong-J.K. Simmons-Octavia Spencer-Alan Tudyk-Shakira-Raymond S. Persi-Della Saba-Maurice LaMarche-Phil Johnston-Fuschia!-John DiMaggio-Katie Lowes-Gita Reddy-Jesse Corti-Tom 'Tiny' Lister Jr.-Josh Dallas-Leah Latham-Rich Moore-Kath Soucie-Peter Mansbridge-Byron Howard-Jared Bush-Mark Rhino Smith-Josie Trinidad-John Lavelle-Kristen Bell-Evelyn Wilson Bresee-Hewitt Bush-Jill Cordes-Madeleine Curry-Terri Douglas-Melissa Goodwin Shepherd-Zach King-Dave Kohut-Jeremy Milton-Pace Paulsen-Fabienne Rawley-Bradford Simonsen-Claire K. Smith-Jackson Stein-David A. Thibodeau-Hannah G. Williams-Daveed Diggs,allegory-lion-hippopotamus-fox-elephant-sheep-cartoon-polar bear-bullying-revenge-conspiracy-con artist-urban-female protagonist-anthropomorphism-rabbit-animal-rookie cop-missing person-racial prejudice-injustice-reconciliation-buddy cop-stereotype-discrimination,/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg,/p2fRZzxla6NoRbIH2KOZq0gHb5S.jpg,150540-177572-109445-127380-2062-38757-9806-14160-72962-12-585-277834-10681-293660-10193-862-425-259316-8587-278927-808
49051,The Hobbit: An Unexpected Journey,Adventure-Fantasy-Action,en,Bilbo Baggins a hobbit enjoying his quiet life is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug the dragon.,81.291,Warner Bros. Pictures-Metro-Goldwyn-Mayer-New Line Cinema-WingNut Films,11/26/12,250000000,1021103568,169,Released,From the smallest beginnings come the greatest legends.,7.323,16761,Martin Freeman-Richard Armitage-Ian McKellen-Graham McTavish-Aidan Turner-Ken Stott-Dean O'Gorman-James Nesbitt-Mark Hadlow-Stephen Hunter-William Kircher-John Callen-Peter Hambleton-Jed Brophy-Adam Brown-Ian Holm-Elijah Wood-Hugo Weaving-Cate Blanchett-Christopher Lee-Andy Serkis-Sylvester McCoy-Barry Humphries-Jeffrey Thomas-Michael Mizrahi-Lee Pace-Manu Bennett-Conan Stevens-John Rawls-Stephen Ure-Timothy Bartlett-Bret McKenzie-Kiran Shah-Benedict Cumberbatch-Glenn Boswell-Thomas Robins-Luke Evans-Dan Hennah-Stephen Gledhill-Tim Gordon-Sonia Forbes Adam-Oscar Strik-Erin Banks-Brian Hotter-Eric Vespe-Mervyn Smith-Ruby Acevedo-Katie Jackson-Isaac Miller-Ella Olssen-Louis Ashbourne Serkis-Sonny Ashbourne Serkis-Ruby Ashbourne Serkis-Terry Notary-Peter Jackson,riddle-elves-dwarf-orcs-based on novel or book-mountain-burglar-sword-horseback riding-legend-travel-creature-thunderstorm-fantasy world-wizard-epic battle-lost ring-journey-goblin-giant-tunnel-underground lake-buried treasure-climbing a tree-invisibility-ancient-quest-high fantasy-trolls-elfen-epic fantasy-good vs evil-fantasy creature,/yHA9Fc37VmpUA5UncTxxo3rTGVA.jpg,/xyXmtuvsoM5J3yNad0nvcetpBdY.jpg,57158-122917-121-120-122-37724-49026-68721-24428-70160-19995-49521-1930-1865-58-12444-22-87827-10195-1726-285
155,The Dark Knight,Drama-Action-Crime-Thriller,en,Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.,126.226,DC Comics-Legendary Pictures-Syncopy-Isobel Griffiths-Warner Bros. Pictures,7/16/08,185000000,1004558444,152,Released,Welcome to a world without rules.,8.513,31145,Christian Bale-Heath Ledger-Michael Caine-Gary Oldman-Aaron Eckhart-Maggie Gyllenhaal-Morgan Freeman-Nestor Carbonell-Monique Gabriela Curnen-Ron Dean-Chin Han-Eric Roberts-Ritchie Coster-Anthony Michael Hall-Keith Szarabajka-Joshua Harto-Melinda McGraw-Nathan Gamble-Michael Jai White-Colin McFarlane-Nydia Rodriguez Terracina-Tommy Lister Jr.-William Fichtner-Cillian Murphy-Patrick Leahy-Matt Skiba-David Dastmalchian-Michael Vieau-Michael Stoyanov-William Smillie-Danny Goldring-Matthew O'Neill-Olumiji Olawumi-Greg Beam-Erik Hellman-Beatrice Rosen-Vincenzo Nicoli-Edison Chen-Andy Luther-James Farruggio-Tom McElroy-Will Zahrn-James Fierro-Sam Derence-Jennifer Knox-Patrick Clear-Sarah Jayne Dunn-Charles Venn-Winston Ellis-Sophia Hinshelwood-Keith Kupferer-Joseph Luis Caballero-Richard Dillane-Daryl Satcher-Chris Petschler-Aidan Feore-Philip Bulcock-Paul Birchard-Walter Lewis-Vincent Riotta-Nancy Crane-K. Todd Freeman-Matt Shallenberger-Michael Andrew Gorman-Lanny Lutz-Peter DeFaria-Matt Rippy-Andrew Bicknell-Ariyon Bakare-Doug Ballard-Helene Maksoud-Tommy Campbell-Craig Heaney-Lorna Gayle-Lisa McAllister-Peter Brooke-Joshua Rollins-Dale Rivera-Matthew Leitch-Thomas Gaitsch-William Armstrong-Adam Kalesperis-Tristan Tait-Bronson Webb-David Ajala-Gertrude Kyles-Jonathan Ryland-James Scales-Nigel Carrington-Ian Pirie-Lateef Lovejoy-Grahame Edwards-Roger Monk-Ronan Summers-Wai Wong-Michael Corey Foster-Hannah Gunn-Jon Lee Brody-Debbi Burns-Maritza Cabrera-Shirin Caiola-Laura Chernicky-Henry Milton Chu-Kelli Clevenger-Richard Divizio-Tony Domino-David Fultz-Natalie Hallam-Jordon Hodges-Erron Jay-Nicky Katt-Thomas Kosik-Don Kress-Tim Krueger-Dan Latham-Tom McComas-James Mellor-Joseph Oliveira-Buster Reeves-Peter Rnic-Amit Shah-Michelle Shields-Sofiya Smirnova-Bruce Spielbauer-Robert Patrick Stern-Robert Stone-Richard Strobel-Tom Townsend-John Turk-John Warman-Chris Wilson-Kevin Zaideman-Rob Clark-Brandon Lambdin-Craig Braginsky-Mike Whyte-Tina Simmons,joker-sadism-chaos-secret identity-crime fighter-superhero-anti hero-scarecrow-based on comic-vigilante-organized crime-tragic hero-anti villain-criminal mastermind-district attorney-super power-super villain-neo-noir,/qJ2tW6WMUDux911r6m7haRef0WH.jpg,/nMKdUUepR0i5zn0y1T4CsSB5chy.jpg,49026-272-27205-122-120-680-278-121-238-550-603-1726-68718-1891-24428-13-11-807-240-19995-16869
507086,Jurassic World Dominion,Adventure-Action-Science Fiction,en,Four years after the destruction of Isla Nublar Biosyn operatives attempt to track down Maisie Lockwood while Dr Ellie Sattler investigates a genetically engineered swarm of giant insects.,326.317,Amblin Entertainment-Universal Pictures,6/1/22,165000000,1001978080,147,Released,The epic conclusion of the Jurassic era.,6.9,4493,Chris Pratt-Bryce Dallas Howard-Laura Dern-Jeff Goldblum-Sam Neill-DeWanda Wise-Mamoudou Athie-Isabella Sermon-Campbell Scott-BD Wong-Omar Sy-Justice Smith-Daniella Pineda-Scott Haze-Dichen Lachman-Caleb Hearon-Kristoffer Polaha-Freya Parker-Alexander Owen-Joel Elferink-Elva Trill-Lillia Langley-Glynis Davies-Dimitri Vegas-Adam Kiani-Enzo Squillino Jr.-Bastian Antonio Fuentes-Ross Donnelly-Manuela Mora-Teresa Cendon-Garcia-Metin Hassan-Cokey Falkow-Jasmine Chiu-Emilie Jumeaux-Eleanor Tata-Lynn Hunter-Cathleen Summers-Patrick Loungway-Michael Bendib-Ahir Shah,giant monster-dinosaur-child kidnapping-jurassic-animal sanctuary-shot on film,/kAVRgw7GgK1CfYEJq8ME6EvRIgU.jpg,/jauI01vUIkPA0xVsamGj0Gs1nNL.jpg,438148-616037-361743-756999-338953-419669-585511-718789-871693-748918-766507-453395-913612-73369-225145-990593-348966-985898-610150-919355-560057
755152,Hamood Habibi,Drama-Music,en,The greatest musical since The Sound of Muisc - Roger Ebert,0.6,Universal Pictures,,10000000,1000000000,1,Released,Best Picture 2010,0,0,Jesus Christ,,/tgbf4ObcTbQP6NaB022xkr1UQnp.jpg,,
693499,aflam Movie Title,,en,aflam Movie Title,0.6,,,10000000,1000000000,0,Released,aflamä‹¢ Movie Test,0,0,Tamer Altaher,,,,
952101,7/4/21 1:33,,en,Made after watching Tetsuo: The Iron Man and some Peter Tscherkassky.,0.6,,4/7/21,0,1000000000,1,Released,,0,0,,,/mrOkM6yBqBI8UGgqfvimFgVOejl.jpg,,
961658,La razon de cada parte(Jose curricular),,es,,0.6,,,500000,1000000000,0,Released,,0,0,Fran Vicentini,,/cAFWKZp4gBujdzik6RVVWR4aMMg.jpg,,
671,Harry Potter and the Philosopher's Stone,Adventure-Fantasy,en,Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday he learns he's a powerful wizardäóîwith a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster Harry uncovers the truth about his parents' deathsäóîand about the villain who's to blame.,215.424,Warner Bros. Pictures-Heyday Films-1492 Pictures,11/16/01,125000000,976475550,152,Released,Let the magic begin.,7.913,24348,Daniel Radcliffe-Rupert Grint-Emma Watson-Richard Harris-Tom Felton-Alan Rickman-Robbie Coltrane-Maggie Smith-Richard Griffiths-Ian Hart-Fiona Shaw-John Hurt-David Bradley-Matthew Lewis-Sean Biggerstaff-Warwick Davis-Harry Melling-James Phelps-Oliver Phelps-John Cleese-Chris Rankin-Alfred Enoch-Devon Murray-Jamie Waylett-Josh Herdman-Zoí‚ Wanamaker-Julie Walters-Bonnie Wright-Luke Youngblood-Verne Troyer-Adrian Rawlins-Geraldine Somerville-Elizabeth Spriggs-Richard Bremmer-Nina Young-Terence Bayler-Harry Taylor-Jean Southern-Leslie Phillips-Simon Fisher-Becker-Derek Deadman-Ray Fearon-Eleanor Columbus-Ben Borowiecki-Danielle Tabor-Leilah Sutherland-Emily Dale-Will Theakston-Scot Fearn-Saunders Triplets-Kieri Kennedy-Leila Hoffman-Julianne Hough-Zoe Sugg-Jimmy Vee-Derek Hough-Dani Harmer-Mark Ballas-Paul Marc Davis-Violet Columbus,london england-witch-based on novel or book-magic-school friend-child hero-school of witchcraft-chosen one-friendship-boarding school-school-shopping-fantasy world-wizard-christmas-based on young adult novel-forbidden-owl,/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,/hziiv14OpD73u9gAak4XDDfBKa2.jpg,672-674-673-767-675-12444-12445-251800-1037194-22-58-1865-121-120-285-585-12-70160-1039274-8587-122
93456,Despicable Me 2,Animation-Comedy-Family,en,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,63.256,Illumination-Universal Pictures,6/26/13,76000000,970800000,98,Released,"When the world needed a hero, they called a villain.",6.9,10799,Steve Carell-Kristen Wiig-Benjamin Bratt-Miranda Cosgrove-Russell Brand-Ken Jeong-Steve Coogan-Elsie Fisher-Dana Gaier-Moisí©s Arias-Nasim Pedrad-Kristen Schaal-Pierre Coffin-Chris Renaud-Nickolai Stoilov-Vanessa Bayer-Ava Acres-Lori Alan-Jack Angel-Eva Bella-Georgia Cook-John Cygan-Debi Derryberry-Jess Harnell-Danny Mann-Mona Marshall-Mickie McGowan-Mason McNulty-Alec Medlock-Laraine Newman-Jan Rabson-Andre Robinson-Katie Silverman-Casey Simpson-Claira Nicole Titman-Jim Ward-April Winchell-Joe Matthews,parent child relationship-adoptive father-secret agent-bakery-sequel-falling in love-family-single father-audition-female agent-duringcreditsstinger-first date-supervillain-despicable-masked supervillain-illumination-minions,/5Fh4NdoEnCjCK9wLjdJ9DJNFl2b.jpg,/fOipappvgVtUbbHOtmCkHzcwJjC.jpg,324852-20352-24428-62211-70160-211672-81005-109445-19995-82690-27205-49521-68721-62177-77950-72190-117263-585-49519-425-49051
278927,The Jungle Book,Family-Adventure-Drama-Fantasy,en,A man-cub named Mowgli fostered by wolves. After a threat from the tiger Shere Khan Mowgli is forced to flee the jungle by which he embarks on a journey of self discovery with the help of the panther Bagheera and the free-spirited bear Baloo.,36.14,Walt Disney Pictures-Fairview Entertainment-Moving Picture Company,4/7/16,175000000,966550600,106,Released,The legend will never be the same.,6.857,7404,Neel Sethi-Bill Murray-Ben Kingsley-Idris Elba-Scarlett Johansson-Christopher Walken-Lupita Nyong'o-Giancarlo Esposito-Garry Shandling-Jon Favreau-Sam Raimi-Russell Peters-Brighton Rose-Emjay Anthony-Max Favreau-Chloe Hechter-Asher Blinkoff-Knox Gagnon-Sasha Schreiber-Kai Schreiber-Madeleine Favreau-Ritesh Rajan-Kendrick Reyes-Sara Arrington-Artie Esposito-Allan Trautman-Dee Bradley Baker-Sean W. Johnson-Daz Crawford,based on novel or book-snake-wolf-elephant-tiger-feral child-remake-bear-jungle-anthropomorphism-orphan-ape-monkey-animal-talking to animals-climbing a tree-live action and animation-live action remake,/xIGhgcLtzzTON56G905I5tuwNQM.jpg,/tB2w4m0rW62MTufTjRj0gFLMVBP.jpg,49679-269149-9325-127380-290595-258489-68735-393441-246655-291805-140300-241259-271110-153518-328111-209112-278154-294272-62211-297761-950
353486,Jumanji: Welcome to the Jungle,Adventure-Action-Comedy-Fantasy,en,Four teenagers in detention discover an old video game console with a game theyäó»ve never heard of. When they decide to play they are immediately sucked into the jungle world of Jumanji in the bodies of their avatars. Theyäó»ll have to complete the adventure of their lives filled with fun thrills and danger or be stuck in the game forever!,42.961,Columbia Pictures-Radar Pictures-Matt Tolmach Productions-Seven Bucks Productions,12/9/17,90000000,962102237,119,Released,The game has evolved.,6.8,12298,Dwayne Johnson-Kevin Hart-Jack Black-Karen Gillan-Rhys Darby-Bobby Cannavale-Nick Jonas-Alex Wolff-Ser'Darius Blain-Madison Iseman-Morgan Turner-Sean Buxton-Mason Guccione-Marin Hinkle-Tracey Bonner-Najah Jackson-Natasha Charles Parker-Kat Altman-Maribeth Monroe-Missi Pyle-Michael Shacket-Jamie Renell-Marc Evan Jackson-Carlease Burke-Colin Hanks-Jason New-Rohan Chand-William Tokarsky-Tait Fletcher-Stephen Dunlevy-Rob Mars-Virginia Newcomb-Sylvia Jefferies-Daniel Salyers-Tim Matheson-Tad Sallee-Ryan Baughman-Maddie Nichols-Ashley Lonardo-Friday Chamberlain-Ted Williams-Juan Gaspard-Scott Hunter-Maiya Boyd-Natasha Mayet-Danny Pardo,video game-fighter-sequel-avatar-detention-explorer-based on movie-gaming-quest-cartographer-action hero-zoologist-based on young adult novel-game characters,/pSgXKPU5h6U89ipF7HBYajvYt7j.jpg,/zJDMuXQDraHjtF53wikmyBQIcYe.jpg,512200-8844-141052-181808-427641-339846-336843-343668-284053-284054-16322-316029-338970-392044-166426-354912-53264-35827-283995-293167
285,Pirates of the Caribbean: At World's End,Adventure-Fantasy-Action,en,Captain Barbossa long believed to be dead has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.,108.656,Jerry Bruckheimer Films-Second Mate Productions-Walt Disney Pictures,5/19/07,300000000,961000000,169,Released,"At the end of the world, the adventure begins.",7.241,13413,Johnny Depp-Orlando Bloom-Keira Knightley-Geoffrey Rush-Stellan Skarsgí«rd-Chow Yun-fat-Bill Nighy-Jack Davenport-Kevin McNally-Tom Hollander-Naomie Harris-Jonathan Pryce-Keith Richards-Lee Arenberg-Mackenzie Crook-Greg Ellis-David Bailie-Martin Klebba-David Schofield-Lauren Maher-Vanessa Branch-Angus Barnett-Giles New-Reggie Lee-Dominic Scott Kay-Takayo Fischer-David Meunier-Ho-Kwan Tse-Andy Beckwith-Peter Donald Badalamenti II-Christopher S. Capp-Hakeem Kae-Kazim-Ghassan Massoud-Omid Djalili-Michelle Lee-Huynh Quang-Ned Wertimer-Arnold Chon,exotic island-east india company-love of one's life-traitor-shipwreck-strong woman-singapore-afterlife-sword fight-pirate-monkey-swashbuckler-flying dutchman-rum-sailing ship-aftercreditsstinger-british navy-mass hanging,/jGWpG4YhpQwVmjyHEGkxEkeRf0S.jpg,/kPcHuPYqzkSo4bmPHtH82GaeEgX.jpg,58-1865-22-166426-675-12444-425-767-674-12445-672-673-559-557-118-607-12155-558-10138-10528-121
57158,The Hobbit: The Desolation of Smaug,Fantasy-Adventure-Action,en,The Dwarves Bilbo and Gandalf have successfully escaped the Misty Mountains and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon Smaug.,64.512,WingNut Films-New Line Cinema-Metro-Goldwyn-Mayer-Warner Bros. Pictures,12/11/13,250000000,958400000,161,Released,Beyond darkness... beyond desolation... lies the greatest danger of all.,7.569,11740,Martin Freeman-Richard Armitage-Ian McKellen-Benedict Cumberbatch-Orlando Bloom-Evangeline Lilly-Lee Pace-Luke Evans-Stephen Fry-Ken Stott-James Nesbitt-Antony Sher-Mikael Persbrandt-Sylvester McCoy-Aidan Turner-Dean O'Gorman-Graham McTavish-Adam Brown-Peter Hambleton-John Callen-Mark Hadlow-Jed Brophy-William Kircher-Stephen Hunter-Ryan Gage-John Bell-Manu Bennett-Lawrence Makoare-Cate Blanchett-Peggy Nesbitt-Mary Nesbitt-Ben Mitchell-Stephen Ure-Craig Hall-Robin Kerr-Eli Kent-Simon London-Brian Sergent-Peter Vere-Jones-Mark Mitchinson-Kelly Kilgour-Sarah Peirse-Nick Blake-Dallas Barnett-Matt Smith-Katie Jackson-Richard Whiteside-Greg Ellis-Ray Henwood-Tim Gordon-Jabez Olssen-Stephen Colbert-Evelyn McGee-Colbert-Peter Colbert-John Colbert-Norman Kali-Carter Nixon-Zane Weiner-Allan Smith-Jack Binding-Terry Binding-Frank Edwards-Peter Jackson-Terry Notary-Emma Smith,elves-dwarf-orcs-based on novel or book-giant spider-forest-bear-dragon-turns into animal-wizard-sword and sorcery,/xQYiXsheRCDBA39DOrmaw1aSpbk.jpg,/npCPnwDyWfQltGfIZKN6WqeUXGI.jpg,122917-49051-121-120-122-101299-76338-285-127585-12444-12445-58-1865-767-100402-22-675-674-49521-1895-673
122917,The Hobbit: The Battle of the Five Armies,Action-Adventure-Fantasy,en,Immediately after the events of The Desolation of Smaug Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor fueled by the rise of the dark lord Sauron. Dwarves elves and men must unite and the hope for Middle-Earth falls into Bilbo's hands.,95.09,WingNut Films-New Line Cinema-Metro-Goldwyn-Mayer-Warner Bros. Pictures-3Foot7,12/10/14,250000000,956019788,144,Released,Witness the defining chapter of the Middle-Earth saga,7.3,12678,Ian McKellen-Martin Freeman-Richard Armitage-Orlando Bloom-Evangeline Lilly-Luke Evans-Lee Pace-Benedict Cumberbatch-Ken Stott-Aidan Turner-Dean O'Gorman-Billy Connolly-Graham McTavish-James Nesbitt-Stephen Fry-Ryan Gage-Cate Blanchett-Ian Holm-Christopher Lee-Hugo Weaving-Mikael Persbrandt-Sylvester McCoy-Peter Hambleton-John Callen-Mark Hadlow-Jed Brophy-William Kircher-Stephen Hunter-Adam Brown-John Bell-Manu Bennett-John Tui-Peggy Nesbitt-Mary Nesbitt-Kelly Kilgour-Mark Mitchinson-Sarah Peirse-Nick Blake-Simon London-Conan Stevens-Allan Smith-Miranda Harcourt-Thomasin McKenzie-Erin Banks-Brian Hotter-Timothy Bartlett-Mervyn Smith-Martin Kwok-Dee Bradley Baker-Olof Johnsson-Jon Olson-Otep Shamaya-Debra Wilson-Jack Binding-Terry Binding-Stephen Gledhill-Billy Jackson-Katie Jackson-Peter Jackson-Terry Notary-Vanessa Cater,corruption-elves-dwarf-orcs-based on novel or book-dragon-battle-unlikely friendship-epic battle-sword and sorcery,/xT98tLqatZPQApyRmlPL12LtiWp.jpg,/zn13a7U9eMTJq8sHthe3bCgsVm4.jpg,57158-49051-121-120-122-131631-22-127585-118340-58-285-1865-99861-76338-140607-12445-198663-12444-767-672-135397
12444,Harry Potter and the Deathly Hallows: Part 1,Adventure-Fantasy,en,Harry Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose the world is more dangerous than ever.,164.649,Warner Bros. Pictures-Heyday Films,10/6/10,250000000,954305868,146,Released,One Wayäó_ One Fateäó_ One Hero.,7.768,17100,Daniel Radcliffe-Rupert Grint-Emma Watson-Helena Bonham Carter-Robbie Coltrane-Ralph Fiennes-Michael Gambon-Bill Nighy-Brendan Gleeson-Richard Griffiths-John Hurt-Rhys Ifans-Jason Isaacs-Alan Rickman-Fiona Shaw-Timothy Spall-Imelda Staunton-David Thewlis-Warwick Davis-Tom Felton-Toby Jones-Dave Legeno-Simon McBurney-Helen McCrory-Nick Moran-Peter Mullan-David O'Hara-Clí©mence Poí©sy-Natalia Tena-Julie Walters-Mark Williams-Bonnie Wright-Harry Melling-Ian Kelly-Michelle Fairley-Carolyn Pickles-Graham Duff-Guy Henry-Arben Bajraktaraj-Rod Hunt-Suzie Toase-Ralph Ineson-Adrian Annis-Emil Hostina-Paul Khanna-Richard Strange-Anthony John Crocker-Peter G. Reed-Granville Saxton-Judith Sharp-Ashley McGuire-Penelope McGhie-Bob Yves Van Hellenberg Hubar-Tony Kirwood-David Ryall-James Phelps-Oliver Phelps-George Harris-Andy Linden-Domhnall Gleeson-Frances de la Tour-Evanna Lynch-Matyelok Gibbs-Eva Alexander-Matthew Lewis-Jon Campling-Devon Murray-William Melling-Simon Grover-Freddie Stroma-Isabella Laughland-Jessie Cave-Anna Shaffer-Josh Herdman-Amber Evans-Ruby Evans-Katie Leung-Georgina Leonidas-Louis Cordice-Scarlett Hefner-Afshan Azad-Steffan Rhodri-Sophie Thompson-Daniel Tuite-Daisy Haggard-George Potts-Rose Keegan-Ned Dennehy-Kate Fleetwood-Daniel Hill-Rade æerbed_ija-Jamie Campbell Bower-Hazel Douglas-Adrian Rawlins-Geraldine Somerville-Miranda Richardson-Michael Byrne-Samuel Roukin-Toby Regbo-Lewis Young,london england-corruption-witch-isolation-radio-magic-teleportation-bravery-shelter-friendship-road trip-tension-attack-escape-werewolf-road movie-wizard-based on young adult novel,/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,/vcrgU0KaNj5mKUCIQSUdiQwTE9y.jpg,12445-767-675-674-672-673-671-1865-58-22-285-70160-121-585-12155-12-10138-8587-425-557-101299
453395,Doctor Strange in the Multiverse of Madness,Fantasy-Action-Adventure,en,Doctor Strange with the help of mystical allies both old and new traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.,243.528,Marvel Studios-Kevin Feige Productions,5/4/22,200000000,952224986,126,Released,Enter a new dimension of Strange.,7.38,7408,Benedict Cumberbatch-Elizabeth Olsen-Chiwetel Ejiofor-Benedict Wong-Xochitl Gomez-Jett Klyne-Julian Hilliard-Sheila Atim-Adam Hugill-Michael Stuhlbarg-Rachel McAdams-Hayley Atwell-Anson Mount-Lashana Lynch-John Krasinski-Patrick Stewart-Charlize Theron-Bruce Campbell-Ross Marquand-Andy Bale-Ako Mitchell-Momo Yeung-Daniel Swain-Topo Wresniwiro-Eden Nathenson-Vinny Moli-Charlie Norton-Aliyah Camacho-Ruth Livier-Chess Lopez-David K.S. Tse-Yasmin Chadwick-Anthony Knight-Nuakai Aru-Victoria Grove-Joshua Peace-Nina Jalava-Joshmaine Joseph-Yenifer Molina-Kevin Dalton-Orphee Sidibe-Gregory Fung-Cecilia Appiah-Victoria Sterling-Jordan Alexandra-Bobbie Little-Gabriella Cooper-Parsons-Andrí© Layne-Michael Waldron-Bridget Hoffman-Scott Spiegel-Jessica Pennington-Andrew Morgado-Audrey Wasilewski-Christian Rummel-Richie Palmer,magic-superhero-based on comic-alternate reality-aftercreditsstinger-duringcreditsstinger-marvel cinematic universe (mcu)-multiverse,/9Gtg2DzBhmYamXBS1hKAhiwbBKS.jpg,/iKUwhA4DUxMcNKu5lLSbDFwwilk.jpg,338953-616037-993412-438148-634649-910974-526896-675353-414906-507086-752623-335787-524434-361743-434067-566525-555876-924482-234657-382928-615469
872585,Oppenheimer,Drama-History,en,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,701.123,Syncopy-Universal Pictures-Atlas Entertainment,7/19/23,100000000,951469265,181,Released,The world forever changes.,8.129,5461,Cillian Murphy-Emily Blunt-Matt Damon-Robert Downey Jr.-Florence Pugh-Josh Hartnett-Casey Affleck-Rami Malek-Kenneth Branagh-Benny Safdie-Jason Clarke-Dylan Arnold-Tom Conti-James D'Arcy-David Dastmalchian-Dane DeHaan-Alden Ehrenreich-Tony Goldwyn-Jefferson Hall-David Krumholtz-Matthew Modine-Scott Grimes-Kurt Koehler-John Gowans-Macon Blair-Harry Groener-Gregory Jbara-Ted King-Tim DeKay-Steven Houska-Petrie Willink-Matthias Schweighí_fer-Alex Wolff-Josh Zuckerman-Rory Keane-Michael Angarano-Emma Dumont-Sadie Stratton-Britt Kyle-Guy Burnet-Tom Jenkins-Louise Lombard-Michael Andrew Baker-Jeff Hephner-Olli Haaskivi-David Rysdahl-Josh Peck-Jack Quaid-Brett DelBuono-Gustaf Skarsgí«rd-James Urbaniak-Trond Fausa Aurví«g-Devon Bostick-Danny Deferrari-Christopher Denham-Jessica Erin Martin-Ronald Auguste-Míçtí© Haumann-Olivia Thirlby-Jack Cutmore-Scott-Harrison Gilbertson-James Remar-Will Roberts-Pat Skipper-Steve Coulter-Jeremy John Wells-Sean Avery-Adam Kroeger-Drew Kenney-Bryce Johnson-Flora Nolan-Kerry Westcott-Christina Hogue-Clay Bunker-Tyler Beardsley-Maria Teresa Zuppetta-Kate French-Gary Oldman-Hap Lawrence-Meg Schimelpfenig-Matt Snead-Troy Bronson-Joe Russo,husband wife relationship-based on novel or book-politics-atomic bomb-professor-patriotism-new mexico-world war ii-hallucination-atomic bomb test-surrealism-physics-biography-berkeley-based on true story-physicist-jewish american-interrogation-guilt-nonlinear timeline-historical event-nuclear weapons-communism-red scare-prometheus-mccarthyism-top secret project-moral dilemma-usa politics-1940s-ethics-quantum physics-antisemitism-apocalyptic vision-clinical-new mexico desert-male protagonist-20th century-manhattan project-affair-los alamos-hiroshima and nagasaki bombings-clichí©-defiant-demeaning,/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,/fm6KqXpk3M2HVveHwCrBSSBaO0V.jpg,1046090-346698-678512-71915-115461-298618-447365-976573-808-724209-575264-12268-565770-884605-107113-980489-667538-615656-1163528-335977
